TIME(s)	CPUs
0.2787749767303467	1
0.2804629802703857	1
0.270402193069458	1
0.2791810035705566	1
0.2784035205841064	1
0.276343822479248	1
0.2686693668365478	1
0.2822647094726562	1
0.270369291305542	1
0.2466223239898681	2
0.2502498626708984	2
0.2463278770446777	2
0.2536282539367676	2
0.2415277957916259	2
0.2488551139831543	2
0.2453908920288086	2
0.2531704902648926	2
0.2440629005432129	2
0.2459113597869873	2
0.2033002376556396	4
0.2022764682769775	4
0.2173283100128173	4
0.2165687084197998	4
0.2076551914215088	4
0.2109553813934326	4
0.2183964252471923	4
0.2060873508453369	4
0.2141294479370117	4
0.2092034816741943	4
0.1921639442443847	8
0.1984550952911377	8
0.1999123096466064	8
0.2000448703765869	8
0.1997332572937011	8
0.1998724937438964	8
0.2016282081604004	8
0.1960835456848144	8
0.1953787803649902	8
0.2014045715332031	8
0.1985833644866943	16
0.2037115097045898	16
0.2016341686248779	16
0.2005748748779297	16
0.2020158767700195	16
0.2021057605743408	16
0.1999754905700683	16
0.1942188739776611	16
0.1983191967010498	16
0.199150800704956	16
0.194345474243164	32
0.2011041641235351	32
0.2014939785003662	32
0.2001805305480957	32
0.2034215927124023	32
0.2041833400726318	32
0.1961584091186523	32
0.1969654560089111	32
0.2003858089447021	32
0.1949827671051025	32
0.2045667171478271	64
0.2070832252502441	64
0.2010185718536377	64
0.2032084465026855	64
0.2009234428405761	64
0.203892707824707	64
0.1952223777770996	64
0.2042765617370605	64
0.2038869857788086	64
0.1957230567932129	64
